Education,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumWebVisitsMonth,Complain,Response,Age,Relationship_Status,Children,Total_Household,Parent,Frequency,Monetary,Avg_Purchase_Value,Loyalty,Income_per_Household_Member,High_Spender,Promo_Responsive,Preferred_Category,Engagement_Score
Graduate,3694,6,8,19,16,4,4,7,0,0,35,Single,1,2,1,10,57.0,5.7,0,9179.0,0,0,Meat,0
Post-Grad,3573,582,0,65,0,0,13,5,0,0,51,Attached,1,3,1,25,660.0,26.4,1,18337.333333333332,1,0,Wines,0
Pre-Grad,4108,6,17,16,6,16,42,8,0,1,51,Attached,1,3,1,11,103.0,9.363636363636363,0,3240.6666666666665,0,0,Gold,1
Post-Grad,3752,70,6,69,2,3,3,7,0,0,40,Attached,1,3,1,11,153.0,13.909090909090908,0,12725.0,0,0,Wines,0
Post-Grad,4120,962,12,194,16,24,12,6,0,0,68,Attached,1,3,1,32,1220.0,38.125,1,19552.0,1,1,Wines,1
Graduate,4155,112,10,107,30,0,20,7,0,0,59,Attached,1,3,1,13,279.0,21.46153846153846,0,17372.333333333332,0,0,Wines,0
Graduate,3651,293,0,124,179,97,52,5,0,0,46,Attached,1,3,1,20,745.0,37.25,1,21604.333333333332,1,0,Wines,0
Post-Grad,3593,199,12,31,3,12,7,3,0,0,51,Attached,1,3,1,12,264.0,22.0,0,18074.0,0,0,Wines,0
Graduate,3485,1060,61,835,80,20,101,1,0,1,38,Attached,0,2,0,22,2126.0,98.04545454545455,1,41756.0,1,1,Wines,3
Post-Grad,3778,940,44,396,0,88,58,4,0,1,65,Attached,1,3,1,23,1526.0,66.34782608695652,1,25840.0,1,1,Wines,3
Graduate,3919,44,2,11,2,3,7,5,0,0,46,Attached,1,3,1,6,69.0,11.5,0,13718.0,0,0,Wines,0
Graduate,4069,342,51,936,207,35,26,3,0,0,58,Attached,0,2,0,26,1597.0,61.42307692307692,1,40199.0,1,1,Meat,1
Pre-Grad,3504,2,10,11,12,9,20,6,0,0,32,Single,1,2,1,8,64.0,8.0,0,9373.0,0,0,Gold,0
Graduate,4066,75,12,141,43,39,187,8,0,0,40,Attached,1,3,1,18,497.0,27.61111111111111,1,11732.0,1,0,Gold,0
Graduate,3878,520,20,367,39,81,40,5,0,0,68,Single,1,2,1,17,1067.0,62.76470588235294,1,30115.0,1,0,Wines,0
Graduate,3525,5,3,9,6,2,6,7,0,0,47,Attached,2,4,1,7,31.0,4.428571428571429,0,5527.0,0,0,Meat,0
Graduate,3770,87,5,71,7,12,29,7,0,0,50,Attached,2,4,1,14,211.0,15.071428571428571,0,11098.0,0,0,Wines,0
Post-Grad,4054,462,61,184,10,53,107,6,0,1,48,Attached,1,3,1,25,877.0,35.08,1,18474.666666666668,1,1,Wines,2
Graduate,4005,2,2,1,3,1,2,8,1,0,45,Attached,1,3,1,4,11.0,2.75,0,5896.0,0,0,Fish,1
Post-Grad,3897,979,44,935,29,25,22,3,0,1,41,Attached,0,2,0,25,2034.0,81.36,1,46245.5,1,1,Wines,3
Graduate,3670,704,129,853,120,74,111,2,0,1,33,Single,0,1,0,19,1991.0,104.78947368421052,1,90273.0,1,1,Meat,3
Post-Grad,3561,861,31,558,62,95,79,2,0,0,62,Single,0,1,0,24,1686.0,70.25,1,82571.0,1,1,Wines,1
Post-Grad,3625,172,3,115,16,0,18,8,0,1,42,Single,1,2,1,17,324.0,19.058823529411764,1,19256.5,0,0,Wines,1
Post-Grad,3545,5,7,31,15,4,7,6,0,1,45,Single,1,2,1,9,69.0,7.666666666666667,0,8326.5,0,0,Meat,1
Graduate,4081,194,2,56,0,0,0,8,0,1,69,Attached,2,4,1,16,252.0,15.75,1,10646.5,0,0,Wines,1
Pre-Grad,4011,9,7,13,3,2,20,6,0,0,59,Single,1,2,1,5,54.0,10.8,0,11764.5,0,0,Gold,0
Post-Grad,3951,505,72,270,36,27,54,5,0,0,63,Attached,2,4,1,27,964.0,35.7037037037037,1,18720.25,1,0,Wines,0
Graduate,3970,533,10,217,198,174,195,4,0,0,73,Attached,1,3,1,28,1327.0,47.392857142857146,1,23702.333333333332,1,0,Wines,0
Post-Grad,3571,48,0,14,0,0,6,6,0,0,60,Attached,2,4,1,7,68.0,9.714285714285714,0,11727.5,0,0,Wines,0
Graduate,4021,6,1,7,23,4,19,8,0,0,65,Attached,0,2,0,5,60.0,12.0,0,9345.0,0,0,Fish,0
Graduate,3901,18,2,10,0,0,25,7,0,0,69,Single,2,3,1,5,55.0,11.0,0,12414.666666666666,0,1,Gold,1
Graduate,3582,482,147,509,104,107,107,1,0,0,58,Attached,0,2,0,21,1456.0,69.33333333333333,1,41213.5,1,1,Meat,1
Pre-Grad,3892,204,97,97,21,118,26,4,0,0,66,Single,1,2,1,18,563.0,31.27777777777778,1,37671.0,1,0,Wines,0
Graduate,3969,1073,0,250,153,14,14,5,0,0,70,Single,1,2,1,26,1504.0,57.84615384615385,1,35022.0,1,0,Wines,0
Graduate,3539,245,16,223,21,43,16,6,0,0,57,Single,2,3,1,19,564.0,29.68421052631579,1,26382.0,1,0,Wines,0
Graduate,3688,560,21,442,29,44,29,1,0,0,61,Attached,0,2,0,23,1125.0,48.91304347826087,1,38718.5,1,1,Wines,1
Graduate,3509,173,13,131,32,3,6,7,0,0,65,Attached,1,3,1,17,358.0,21.058823529411764,1,18328.0,0,1,Wines,0
Post-Grad,3673,22,1,11,0,5,3,8,0,0,53,Attached,1,3,1,5,42.0,8.4,0,14134.333333333334,0,0,Wines,0
Graduate,3539,136,1,12,0,3,32,6,0,0,60,Attached,1,3,1,10,184.0,18.4,0,18587.0,0,1,Wines,1
Graduate,3910,275,0,86,10,23,66,8,0,0,41,Attached,1,3,1,19,460.0,24.210526315789473,1,12430.666666666666,1,0,Wines,0
Post-Grad,3505,56,19,29,2,14,25,8,0,1,79,Single,0,1,0,8,145.0,18.125,0,45576.0,0,0,Wines,1
Graduate,4002,303,23,751,82,26,191,4,0,1,77,Attached,0,2,0,25,1376.0,55.04,1,35160.5,1,0,Meat,1
Post-Grad,3998,708,7,62,0,0,15,8,0,0,55,Single,1,2,1,23,792.0,34.43478260869565,1,29043.0,1,0,Wines,0
Graduate,4084,324,132,693,27,118,88,2,0,0,72,Attached,0,2,0,23,1382.0,60.08695652173913,1,40897.5,1,0,Meat,0
Pre-Grad,4059,1,5,3,7,4,8,7,0,0,77,Attached,0,2,0,4,28.0,7.0,0,14194.5,0,0,Gold,0
Post-Grad,3747,620,26,195,34,17,141,2,0,0,78,Attached,0,2,0,24,1033.0,43.041666666666664,1,33417.5,1,0,Wines,0
Graduate,3869,312,21,206,102,92,149,5,0,0,55,Single,1,2,1,23,882.0,38.34782608695652,1,34950.5,1,0,Wines,0
Post-Grad,3956,1493,86,454,112,43,43,2,0,0,75,Attached,0,2,0,15,2126.0,148.73333333333332,0,40180.0,1,1,Wines,2
Post-Grad,4094,918,21,118,13,10,21,6,0,1,63,Attached,1,3,1,19,1101.0,57.94736842105263,1,21114.0,1,1,Wines,2
Graduate,4128,98,0,106,49,10,106,6,0,0,50,Attached,1,3,1,16,369.0,23.0625,1,14996.333333333334,0,0,Meat,0
Pre-Grad,3595,3,4,7,15,8,11,7,0,0,44,Single,1,2,1,5,48.0,9.6,0,15929.5,0,0,Fish,0
Post-Grad,3975,380,0,47,6,0,34,8,0,1,75,Single,1,2,1,19,467.0,24.57894736842105,1,25784.5,1,1,Wines,2
Graduate,4024,15,0,12,7,3,7,7,0,0,53,Single,2,3,1,8,44.0,5.5,0,10124.0,0,0,Wines,0
Pre-Grad,3942,3,9,4,7,8,7,3,0,0,45,Single,2,3,1,10,38.0,3.8,0,5338.0,0,0,Fruits,0
Graduate,3708,24,2,23,0,8,24,6,0,0,56,Attached,2,4,1,9,81.0,9.0,0,10280.0,0,0,Wines,0
Post-Grad,3802,80,1,60,4,6,16,9,0,1,53,Single,1,2,1,10,167.0,16.7,0,19881.5,0,0,Wines,1
Post-Grad,3523,31,0,6,2,1,5,4,0,0,69,Attached,2,4,1,7,45.0,6.428571428571429,0,9681.25,0,0,Wines,0
Graduate,3872,138,120,204,16,126,60,5,0,0,52,Attached,1,3,1,21,664.0,31.61904761904762,1,25993.666666666668,1,0,Meat,0
Pre-Grad,3765,166,75,96,119,107,59,4,0,0,60,Attached,1,3,1,20,622.0,31.1,1,20968.333333333332,1,0,Wines,0
Pre-Grad,3949,12,3,8,8,0,17,7,0,0,45,Single,1,2,1,7,48.0,6.857142857142857,0,6766.5,0,0,Gold,0
Graduate,3722,178,3,85,71,66,58,2,0,0,49,Attached,1,3,1,16,461.0,28.8125,1,19827.0,1,0,Wines,0
Graduate,3786,707,20,171,65,60,50,5,0,0,47,Attached,1,3,1,26,1073.0,41.26923076923077,1,24039.0,1,0,Wines,0
Pre-Grad,3768,5,1,7,17,14,11,6,0,0,38,Attached,1,3,1,8,55.0,6.875,0,7318.333333333333,0,0,Fish,0
Graduate,3933,465,71,250,93,35,62,6,0,0,68,Attached,1,3,1,26,976.0,37.53846153846154,1,22377.0,1,0,Wines,0
Post-Grad,3486,16,1,2,0,0,1,5,0,0,44,Single,1,2,1,5,20.0,4.0,0,18401.0,0,0,Wines,0
Graduate,3890,358,108,413,141,97,32,1,0,0,42,Attached,0,2,0,17,1149.0,67.58823529411765,1,35926.5,1,0,Meat,0
Pre-Grad,3487,1,9,7,2,14,10,6,0,0,63,Attached,0,2,0,6,43.0,7.166666666666667,0,14124.5,0,0,Sweet,0
Post-Grad,3725,123,1,26,2,0,72,7,0,0,49,Attached,1,3,1,10,224.0,22.4,0,15936.0,0,1,Wines,1
Post-Grad,4122,40,3,30,10,7,11,9,0,1,50,Single,1,2,1,9,101.0,11.222222222222221,0,12754.5,0,0,Wines,1
Post-Grad,3910,102,9,63,2,9,24,6,0,0,78,Attached,0,2,0,10,209.0,20.9,0,25506.0,0,0,Wines,0
Graduate,4105,347,44,534,17,0,26,2,0,0,39,Single,0,1,0,21,968.0,46.095238095238095,1,70596.0,1,0,Meat,0
Post-Grad,3859,376,53,462,168,53,53,0,0,0,72,Attached,0,2,0,17,1165.0,68.52941176470588,1,42715.5,1,0,Meat,0
Graduate,3576,21,0,3,0,0,0,6,0,0,57,Attached,1,3,1,5,24.0,4.8,0,14221.333333333334,0,0,Wines,0
Graduate,4081,194,2,56,0,0,0,8,0,1,69,Attached,2,4,1,16,252.0,15.75,1,10646.5,0,0,Wines,1
Graduate,4142,64,4,68,7,5,17,8,0,0,39,Single,1,2,1,12,165.0,13.75,0,14880.0,0,0,Meat,0
Post-Grad,4097,206,0,46,3,2,12,8,0,0,47,Attached,0,2,0,13,269.0,20.692307692307693,0,14486.5,0,0,Wines,0
Post-Grad,3800,71,0,18,0,0,13,7,0,0,51,Attached,1,3,1,7,102.0,14.571428571428571,0,13145.0,0,0,Wines,0
Pre-Grad,3805,71,22,112,138,89,29,1,0,0,40,Attached,0,2,0,19,461.0,24.263157894736842,1,32685.0,1,0,Fish,0
Pre-Grad,4032,0,4,7,11,10,15,6,0,0,45,Single,1,2,1,7,47.0,6.714285714285714,0,10097.0,0,0,Gold,0
Post-Grad,3605,93,1,21,0,4,25,5,0,0,48,Single,2,3,1,10,144.0,14.4,0,14157.666666666666,0,0,Wines,0
Graduate,4096,920,138,168,36,46,30,6,0,0,56,Attached,0,2,0,24,1338.0,55.75,1,32295.0,1,0,Wines,0
Graduate,3686,653,17,170,34,26,17,7,0,0,65,Attached,1,3,1,25,917.0,36.68,1,23744.0,1,0,Wines,0
Graduate,4017,199,33,60,8,3,15,8,0,1,53,Attached,2,4,1,17,318.0,18.705882352941178,1,8650.0,0,0,Wines,1
Graduate,4076,153,4,56,0,9,31,8,0,0,57,Single,2,3,1,14,253.0,18.071428571428573,0,15634.666666666666,0,0,Wines,0
Graduate,4119,376,0,38,11,8,69,6,0,0,51,Attached,1,3,1,20,502.0,25.1,1,16364.666666666666,1,0,Wines,0
Graduate,3675,46,0,30,12,1,30,6,0,0,41,Attached,1,3,1,7,119.0,17.0,0,12025.0,0,0,Wines,0
Pre-Grad,4143,600,21,128,223,150,128,8,0,0,45,Attached,2,4,1,29,1250.0,43.10344827586207,1,15209.75,1,0,Wines,0
Graduate,3712,425,115,292,23,35,79,3,0,0,45,Attached,1,3,1,24,969.0,40.375,1,25766.0,1,0,Wines,0
Graduate,3801,18,6,15,12,8,17,5,0,0,74,Attached,2,4,1,9,76.0,8.444444444444445,0,8506.5,0,0,Wines,0
Post-Grad,3551,52,0,9,0,0,1,4,0,0,61,Single,2,3,1,7,62.0,8.857142857142858,0,16306.0,0,0,Wines,0
Pre-Grad,3791,734,22,350,151,25,100,1,0,0,62,Attached,0,2,0,26,1382.0,53.15384615384615,1,41061.0,1,1,Wines,1
Graduate,3615,34,6,21,11,4,8,6,0,0,48,Single,1,2,1,7,84.0,12.0,0,18848.5,0,0,Wines,0
Graduate,3824,135,1,41,10,1,67,6,0,0,72,Attached,2,4,1,14,255.0,18.214285714285715,0,8518.5,0,1,Wines,1
Post-Grad,3853,11,0,10,0,2,20,6,0,0,64,Attached,2,4,1,5,43.0,8.6,0,7130.0,0,0,Gold,0
Graduate,3742,163,48,90,0,45,52,3,0,0,69,Single,1,2,1,14,398.0,28.428571428571427,0,31267.5,1,0,Wines,0
Post-Grad,3547,29,3,30,3,2,9,6,0,0,47,Single,1,2,1,8,76.0,9.5,0,18136.5,0,0,Meat,0
Graduate,3496,734,26,70,11,44,17,4,0,0,60,Attached,2,4,1,15,902.0,60.13333333333333,0,15851.0,1,1,Wines,0
Pre-Grad,3531,340,21,134,258,14,56,4,0,0,43,Attached,1,3,1,21,823.0,39.19047619047619,1,25258.0,1,0,Wines,0
Graduate,3475,453,38,279,188,38,183,3,0,0,48,Attached,1,3,1,26,1179.0,45.34615384615385,1,26138.666666666668,1,0,Wines,0
Graduate,4096,1073,0,629,145,37,37,6,0,0,50,Attached,1,3,1,29,1921.0,66.24137931034483,1,25234.0,1,1,Wines,1
Post-Grad,3900,135,0,10,0,4,36,5,0,0,73,Attached,2,4,1,10,185.0,18.5,0,14846.25,0,0,Wines,0
Graduate,3939,231,7,137,4,15,39,7,0,1,58,Single,2,3,1,23,433.0,18.82608695652174,1,12356.666666666666,1,0,Wines,1
Graduate,3643,18,0,5,0,0,11,7,0,0,73,Attached,2,4,1,6,34.0,5.666666666666667,0,11172.25,0,1,Wines,1
Graduate,3859,620,16,165,0,24,82,5,0,0,66,Attached,1,3,1,27,907.0,33.592592592592595,1,17992.333333333332,1,0,Wines,0
Post-Grad,3677,81,4,33,5,2,291,0,0,0,58,Single,2,3,1,25,416.0,16.64,1,2381.3333333333335,1,0,Gold,0
Graduate,3863,12,4,2,10,6,10,5,0,0,60,Single,2,3,1,10,44.0,4.4,0,6233.666666666667,0,0,Wines,0
Graduate,3535,292,51,981,224,23,17,1,0,1,68,Attached,0,2,0,17,1588.0,93.41176470588235,1,45184.5,1,0,Meat,1
Post-Grad,4074,965,34,586,89,86,37,3,0,0,50,Single,0,1,0,17,1797.0,105.70588235294117,1,63159.0,1,1,Wines,1
Graduate,4106,27,2,10,0,0,1,8,0,0,58,Attached,2,4,1,6,40.0,6.666666666666667,0,9439.5,0,0,Wines,0
Post-Grad,4063,777,30,163,0,51,122,9,0,0,61,Single,1,2,1,21,1143.0,54.42857142857143,1,23378.5,1,0,Wines,0
Post-Grad,3474,572,8,232,23,62,17,1,0,0,55,Attached,0,2,0,14,914.0,65.28571428571429,0,39867.0,1,1,Wines,0
Graduate,3998,438,169,565,91,169,70,7,0,0,32,Attached,0,2,0,12,1502.0,125.16666666666667,0,31603.5,1,1,Meat,0
Graduate,3973,531,69,300,150,138,150,2,0,0,70,Single,1,2,1,20,1338.0,66.9,1,36035.5,1,0,Wines,0
Post-Grad,3816,17,0,9,0,0,1,9,0,0,41,Attached,1,3,1,5,27.0,5.4,0,7280.0,0,0,Wines,0
Pre-Grad,3747,402,35,106,101,77,42,5,0,0,42,Attached,1,3,1,22,763.0,34.68181818181818,1,19527.333333333332,1,1,Wines,1
Graduate,3818,503,27,419,90,139,153,7,0,1,73,Single,0,1,0,22,1331.0,60.5,1,72282.0,1,0,Wines,1
Graduate,3775,369,9,87,12,14,34,5,0,0,68,Attached,2,4,1,19,525.0,27.63157894736842,1,12596.75,1,0,Wines,0
Post-Grad,3487,5,0,3,0,0,1,7,0,0,63,Attached,2,4,1,4,9.0,2.25,0,8145.75,0,0,Wines,0
Graduate,3556,362,17,398,80,35,61,4,0,0,62,Attached,1,3,1,16,953.0,59.5625,1,20856.0,1,1,Meat,0
Post-Grad,3734,56,0,9,0,0,3,7,0,0,53,Single,2,3,1,7,68.0,9.714285714285714,0,14878.333333333334,0,0,Wines,0
Post-Grad,3741,79,1,31,4,4,12,6,0,0,53,Single,2,3,1,10,131.0,13.1,0,11105.333333333334,0,0,Wines,0
Graduate,3797,387,84,141,73,35,162,2,0,0,56,Attached,1,3,1,23,882.0,38.34782608695652,1,21322.333333333332,1,0,Wines,0
Pre-Grad,4136,367,17,241,104,188,232,7,0,0,46,Attached,0,2,0,25,1149.0,45.96,1,26256.5,1,0,Wines,0
Graduate,3760,15,0,11,0,2,9,8,0,0,55,Attached,1,3,1,5,37.0,7.4,0,8431.0,0,0,Wines,0
Post-Grad,3781,267,6,54,8,3,50,5,0,0,59,Single,1,2,1,15,388.0,25.866666666666667,0,27055.5,0,0,Wines,0
Graduate,3972,298,27,697,216,24,166,2,0,1,38,Attached,0,2,0,16,1428.0,89.25,1,39197.0,1,0,Meat,1
Post-Grad,3875,674,92,736,39,0,92,1,0,0,66,Attached,0,2,0,24,1633.0,68.04166666666667,1,40369.5,1,0,Meat,0
Post-Grad,3876,16,14,36,37,22,48,9,0,1,49,Attached,1,3,1,10,173.0,17.3,0,7556.333333333333,0,0,Gold,1
Graduate,3737,37,4,24,16,9,9,9,0,0,37,Single,1,2,1,9,99.0,11.0,0,14618.0,0,0,Wines,0
Graduate,3944,159,0,22,2,1,31,7,0,0,65,Attached,1,3,1,12,215.0,17.916666666666668,0,14970.333333333334,0,0,Wines,0
Post-Grad,3970,686,17,142,23,26,35,6,0,0,62,Attached,1,3,1,31,929.0,29.967741935483872,1,18231.0,1,0,Wines,0
Graduate,3574,97,3,66,12,7,34,7,0,0,50,Attached,1,3,1,12,219.0,18.25,0,16062.0,0,0,Wines,0
Graduate,3764,63,6,57,13,13,22,4,0,1,47,Attached,2,4,1,12,174.0,14.5,0,13702.25,0,0,Wines,1
Graduate,4039,56,5,24,4,0,3,5,0,0,46,Attached,2,4,1,9,92.0,10.222222222222221,0,10395.0,0,0,Wines,0
Post-Grad,3766,209,19,456,160,142,66,1,0,0,54,Attached,0,2,0,25,1052.0,42.08,1,40168.0,1,0,Meat,0
Graduate,3937,198,2,43,0,12,20,6,0,0,67,Attached,1,3,1,14,275.0,19.642857142857142,0,15914.333333333334,0,1,Wines,1
Pre-Grad,4168,313,15,47,20,0,192,6,0,0,69,Attached,1,3,1,16,587.0,36.6875,1,20990.666666666668,1,0,Wines,0
Post-Grad,4118,941,14,397,76,58,176,6,0,1,70,Single,1,2,1,33,1662.0,50.36363636363637,1,28666.5,1,0,Wines,1
Post-Grad,3976,86,4,56,2,4,7,9,0,0,42,Attached,1,3,1,11,159.0,14.454545454545455,0,10771.0,0,0,Wines,0
Post-Grad,3864,167,48,602,63,72,72,2,0,1,71,Single,0,1,0,18,1024.0,56.888888888888886,1,84953.0,1,1,Meat,3
Post-Grad,3540,8,3,19,0,2,3,6,0,0,56,Single,1,2,1,7,35.0,5.0,0,13535.5,0,0,Meat,0
Post-Grad,3775,389,66,408,37,57,85,2,0,0,67,Attached,0,2,0,15,1042.0,69.46666666666667,0,34074.0,1,0,Meat,0
Post-Grad,3677,239,7,119,4,15,11,7,0,0,59,Attached,2,4,1,19,395.0,20.789473684210527,1,16433.75,0,0,Wines,0
Post-Grad,4128,179,21,273,0,21,63,5,0,1,49,Attached,0,2,0,23,557.0,24.217391304347824,1,43418.0,1,1,Meat,3
Post-Grad,3479,5,0,1,1,1,1,19,0,0,61,Attached,2,4,1,15,9.0,0.6,0,1005.75,0,0,Wines,0
Graduate,3829,2,6,28,13,4,16,7,0,0,34,Attached,0,2,0,6,69.0,11.5,0,15046.5,0,0,Meat,0
Post-Grad,3642,383,0,53,6,4,40,6,0,0,58,Attached,1,3,1,18,486.0,27.0,1,19235.0,1,0,Wines,0
Graduate,3620,2,8,8,6,1,9,8,0,0,36,Single,1,2,1,6,34.0,5.666666666666667,0,12504.0,0,0,Gold,0
Pre-Grad,4122,536,27,590,38,107,67,6,1,1,29,Single,0,1,0,28,1365.0,48.75,1,83257.0,1,1,Meat,4
Graduate,3879,2,1,4,3,1,2,8,0,0,49,Attached,1,3,1,4,13.0,3.25,0,7426.666666666667,0,0,Meat,0
Post-Grad,4081,322,53,899,34,40,53,2,0,0,46,Attached,0,2,0,21,1401.0,66.71428571428571,1,36079.5,1,0,Meat,0
Graduate,4007,539,169,816,20,0,30,3,0,1,63,Attached,0,2,0,14,1574.0,112.42857142857143,0,32130.0,1,0,Meat,1
Post-Grad,3765,712,50,420,65,38,38,4,0,1,40,Single,0,1,0,20,1323.0,66.15,1,82733.0,1,0,Wines,1
Post-Grad,3794,1121,0,72,0,12,12,6,0,0,53,Single,1,2,1,32,1217.0,38.03125,1,37145.0,1,1,Wines,1
Post-Grad,4062,68,1,13,3,5,13,6,0,0,73,Single,3,4,1,7,103.0,14.714285714285714,0,14554.25,0,0,Wines,0
Post-Grad,3833,36,4,18,6,2,18,7,0,0,48,Attached,0,2,0,7,84.0,12.0,0,10512.0,0,0,Wines,0
Post-Grad,3992,707,44,603,95,58,29,1,0,0,52,Attached,0,2,0,23,1536.0,66.78260869565217,1,35058.0,1,0,Wines,0
Graduate,4122,174,77,203,6,24,97,7,0,0,39,Attached,1,3,1,18,581.0,32.27777777777778,1,18002.0,1,0,Meat,0
Post-Grad,4072,666,35,124,69,8,26,3,0,0,58,Attached,1,3,1,14,928.0,66.28571428571429,0,23021.0,1,0,Wines,0
Pre-Grad,3669,0,0,0,6,2,6,6,0,0,49,Single,0,1,0,4,14.0,3.5,0,11448.0,0,0,Fish,0
Graduate,3799,162,50,100,55,30,27,4,0,0,45,Single,1,2,1,15,424.0,28.266666666666666,0,30912.5,1,0,Wines,0
Graduate,3731,407,70,239,103,88,53,2,0,0,53,Attached,1,3,1,14,960.0,68.57142857142857,0,23628.666666666668,1,0,Wines,0
Graduate,4070,823,25,459,124,29,95,4,0,1,42,Attached,0,2,0,20,1555.0,77.75,1,34554.5,1,1,Wines,2
Graduate,4103,488,23,71,15,0,59,7,0,1,51,Single,2,3,1,29,656.0,22.620689655172413,1,20069.333333333332,1,1,Wines,2
Post-Grad,3769,28,0,13,4,2,8,5,0,0,56,Attached,2,4,1,9,55.0,6.111111111111111,0,8222.25,0,0,Wines,0
Graduate,3522,3,2,10,3,0,2,6,0,0,40,Single,1,2,1,5,20.0,4.0,0,17369.0,0,0,Meat,0
Post-Grad,4109,284,0,52,8,3,20,10,0,0,53,Attached,1,3,1,17,367.0,21.58823529411765,1,10179.333333333334,0,0,Wines,0
Pre-Grad,3584,938,142,754,159,81,183,2,0,1,47,Attached,0,2,0,22,2126.0,102.5909090909091,1,41163.0,1,1,Wines,3
Post-Grad,3593,13,2,15,2,2,8,6,0,0,57,Single,1,2,1,7,42.0,6.0,0,13321.0,0,0,Meat,0
Graduate,3855,412,172,153,150,105,57,4,0,0,60,Single,1,2,1,26,1049.0,40.34615384615385,1,34966.0,1,0,Wines,0
Graduate,3547,31,1,8,0,0,8,6,0,0,52,Single,2,3,1,7,48.0,6.857142857142857,0,14834.333333333334,0,0,Wines,0
Post-Grad,4016,502,19,132,0,6,26,6,0,0,76,Single,1,2,1,25,685.0,27.4,1,30100.0,1,0,Wines,0
Graduate,3544,18,10,3,3,5,0,2,0,0,72,Single,1,2,1,5,39.0,7.8,0,24819.0,0,0,Wines,0
Pre-Grad,3615,1,8,6,4,8,16,7,0,0,37,Single,0,1,0,5,43.0,8.6,0,23830.0,0,0,Gold,0
Post-Grad,4155,100,71,243,108,94,219,9,0,1,65,Single,0,1,0,21,835.0,39.76190476190476,1,33051.0,1,0,Meat,1
Graduate,3632,407,114,445,181,165,203,1,0,0,66,Attached,0,2,0,20,1515.0,75.75,1,36452.5,1,1,Meat,0
Post-Grad,3968,664,9,240,50,19,57,4,0,0,73,Attached,1,3,1,26,1039.0,39.96153846153846,1,23234.0,1,0,Wines,0
Graduate,3822,1045,61,338,60,46,46,8,0,0,49,Single,1,2,1,26,1596.0,61.38461538461539,1,35150.0,1,0,Wines,0
Post-Grad,4095,1218,107,304,23,143,33,6,0,1,40,Attached,0,2,0,18,1828.0,101.55555555555556,1,35321.5,1,0,Wines,1
Post-Grad,3533,15,0,6,0,1,12,7,0,1,55,Attached,1,3,1,6,34.0,5.666666666666667,0,10132.0,0,1,Wines,2
Post-Grad,3545,128,0,16,0,1,4,7,0,0,56,Single,1,2,1,10,149.0,14.9,0,25308.0,0,0,Wines,0
Post-Grad,3879,581,49,157,43,8,108,2,0,0,55,Single,1,2,1,23,946.0,41.130434782608695,1,31386.0,1,1,Wines,1
Post-Grad,3514,6,3,12,6,1,0,3,0,0,39,Single,0,1,0,6,28.0,4.666666666666667,0,30298.0,0,0,Meat,0
Graduate,4076,185,8,133,56,56,12,7,0,0,40,Single,1,2,1,17,450.0,26.470588235294116,1,26206.5,1,0,Wines,0
Post-Grad,3634,22,1,9,0,0,14,4,0,0,67,Attached,2,4,1,5,46.0,9.2,0,11038.75,0,0,Wines,0
Post-Grad,3707,584,100,835,65,83,35,2,0,1,53,Single,0,1,0,16,1702.0,106.375,1,86979.0,1,1,Meat,2
Graduate,3766,355,30,177,90,138,30,5,0,0,49,Attached,2,4,1,25,820.0,32.8,1,19133.0,1,0,Wines,0
Graduate,3961,175,10,110,54,6,27,6,0,0,42,Attached,1,3,1,15,382.0,25.466666666666665,0,14027.0,0,1,Wines,1
Post-Grad,4140,864,134,768,150,38,172,3,0,0,36,Attached,0,2,0,20,2126.0,106.3,1,33773.0,1,0,Wines,0
Post-Grad,3531,957,153,612,99,95,153,1,0,0,35,Attached,0,2,0,20,2069.0,103.45,1,44210.0,1,1,Wines,2
Graduate,3991,25,6,16,20,0,5,8,0,0,39,Attached,1,3,1,7,72.0,10.285714285714286,0,10386.0,0,0,Wines,0
Graduate,3499,641,7,56,0,0,28,8,0,0,56,Single,1,2,1,28,732.0,26.142857142857142,1,30835.5,1,1,Wines,1
Graduate,3507,273,86,208,177,14,43,1,0,0,50,Single,0,1,0,11,801.0,72.81818181818181,0,69719.0,1,0,Wines,0
Graduate,3725,122,21,43,25,10,15,6,0,0,75,Single,1,2,1,12,236.0,19.666666666666668,0,24580.0,0,0,Wines,0
Pre-Grad,4131,1,4,10,29,0,36,6,0,0,46,Attached,1,3,1,5,80.0,16.0,0,8294.0,0,1,Gold,1
Post-Grad,3563,1020,31,430,62,63,79,1,0,0,70,Single,0,1,0,15,1685.0,112.33333333333333,0,90933.0,1,1,Wines,1
Post-Grad,3505,6,2,3,1,262,3,1,0,0,79,Single,0,1,0,27,277.0,10.25925925925926,1,113734.0,0,0,Sweet,0
Post-Grad,3854,378,14,68,19,14,14,3,0,0,74,Attached,1,3,1,18,507.0,28.166666666666668,1,19764.0,1,0,Wines,0
Post-Grad,3964,42,1,18,3,0,4,7,0,0,60,Attached,2,4,1,7,68.0,9.714285714285714,0,11439.75,0,0,Wines,0
Graduate,3550,15,5,14,0,4,11,7,0,0,41,Single,0,1,0,5,49.0,9.8,0,22148.0,0,0,Wines,0
